samples,clusters,seconds,batchsize
100,100,0.334347009659,100
600,100,0.342288017273,100
1100,100,0.468774080276,100
1600,100,0.47718000412,100
2100,100,0.363108158112,100
2600,100,0.639327049255,100
3100,100,0.572185993195,100
3600,100,0.531605958939,100
4100,100,0.672587871552,100
4600,100,0.370755910873,100
5100,100,0.693138122559,100
5600,100,0.77247095108,100
6100,100,0.793555021286,100
6600,100,0.813817024231,100
7100,100,0.343867063522,100
7600,100,0.816829919815,100
8100,100,0.689245939255,100
8600,100,0.763051986694,100
9100,100,0.326842069626,100
9600,100,0.738523006439,100
10100,100,0.867498874664,100
10600,100,0.781508922577,100
11100,100,0.858537912369,100
11600,100,0.85252904892,100
12100,100,1.15289998055,100
12600,100,0.427349090576,100
13100,100,0.331960916519,100
13600,100,0.999477863312,100
14100,100,0.673812866211,100
14600,100,0.825582027435,100
15100,100,0.377110958099,100
15600,100,0.888947963715,100
16100,100,0.339627981186,100
16600,100,0.343698978424,100
17100,100,0.507323026657,100
17600,100,0.481415987015,100
18100,100,0.376483917236,100
18600,100,1.98153281212,100
19100,100,0.367269992828,100
19600,100,0.380518198013,100
20100,100,0.390842199326,100
20600,100,0.475456953049,100
21100,100,1.11455416679,100
21600,100,1.31007909775,100
22100,100,0.388035058975,100
22600,100,0.357465028763,100
23100,100,1.22034502029,100
23600,100,1.72221708298,100
24100,100,0.420879840851,100
24600,100,1.57197904587,100
25100,100,0.361046075821,100
25600,100,0.344493150711,100
26100,100,1.42870616913,100
26600,100,1.15022397041,100
27100,100,1.00933980942,100
27600,100,0.345633983612,100
28100,100,0.974878072739,100
28600,100,0.361329078674,100
29100,100,0.984236955643,100
29600,100,1.44024300575,100
30100,100,0.38059091568,100
30600,100,1.50278806686,100
31100,100,1.57696914673,100
31600,100,1.72022199631,100
32100,100,0.364811897278,100
32600,100,0.344466924667,100
33100,100,0.353337049484,100
33600,100,2.03139615059,100
34100,100,1.6593670845,100
34600,100,1.63276100159,100
35100,100,0.373295068741,100
35600,100,1.77508711815,100
36100,100,2.3197479248,100
36600,100,0.697361946106,100
37100,100,1.69008612633,100
37600,100,0.466125011444,100
38100,100,2.07313990593,100
38600,100,0.364023923874,100
39100,100,1.38214302063,100
39600,100,0.454087972641,100
40100,100,2.26957702637,100
40600,100,2.48863601685,100
41100,100,0.438252925873,100
41600,100,0.403295040131,100
42100,100,1.855697155,100
42600,100,2.22917318344,100
43100,100,0.417363882065,100
43600,100,2.6973760128,100
44100,100,0.400515079498,100
44600,100,0.391810894012,100
45100,100,0.38112282753,100
45600,100,0.40825510025,100
46100,100,2.65100502968,100
46600,100,1.70042514801,100
47100,100,0.387926101685,100
47600,100,2.94610500336,100
48100,100,0.413781881332,100
48600,100,2.02986693382,100
49100,100,2.92034387589,100
49600,100,0.443427085876,100
50100,100,0.401021957397,100
50600,100,2.67243385315,100
51100,100,1.30856800079,100
51600,100,1.90341901779,100
52100,100,1.84157109261,100
52600,100,0.416798830032,100
53100,100,2.73987483978,100
53600,100,0.460187196732,100
54100,100,3.06871700287,100
54600,100,2.7670249939,100
55100,100,3.0614759922,100
55600,100,3.17964601517,100
56100,100,1.57086491585,100
56600,100,0.392742156982,100
57100,100,1.86041998863,100
57600,100,0.43761920929,100
58100,100,3.09563612938,100
58600,100,0.442375183105,100
59100,100,0.398416042328,100
59600,100,2.98598599434,100
60100,100,3.03062295914,100
60600,100,1.54700517654,100
61100,100,3.18449306488,100
61600,100,0.43622303009,100
62100,100,0.395181179047,100
62600,100,1.68022203445,100
63100,100,1.64829921722,100
63600,100,0.40062379837,100
64100,100,0.417976140976,100
64600,100,1.43765997887,100
65100,100,0.407815933228,100
65600,100,0.497060060501,100
66100,100,2.72157692909,100
66600,100,0.396380901337,100
67100,100,0.417766094208,100
67600,100,3.68757987022,100
68100,100,3.17994999886,100
68600,100,0.545741081238,100
69100,100,0.491255998611,100
69600,100,0.442384004593,100
70100,100,1.13873314857,100
70600,100,0.423852920532,100
71100,100,3.46000599861,100
71600,100,3.00143885612,100
72100,100,2.95038795471,100
72600,100,3.90141010284,100
73100,100,3.73519206047,100
73600,100,0.459671020508,100
74100,100,3.12645292282,100
74600,100,0.518557071686,100
75100,100,0.516288042068,100
75600,100,3.54451918602,100
76100,100,3.54340910912,100
76600,100,0.421185016632,100
77100,100,2.28293299675,100
77600,100,0.499944925308,100
78100,100,3.74250793457,100
78600,100,0.438735961914,100
79100,100,0.506542921066,100
79600,100,2.6552760601,100
80100,100,2.2336268425,100
80600,100,0.4800760746,100
81100,100,2.76308894157,100
81600,100,4.20114517212,100
82100,100,2.76031708717,100
82600,100,5.26379704475,100
83100,100,0.418846130371,100
83600,100,3.98181605339,100
84100,100,3.44369792938,100
84600,100,0.907895803452,100
85100,100,0.489254951477,100
85600,100,0.471263885498,100
86100,100,0.474598169327,100
86600,100,4.10509896278,100
87100,100,4.20193886757,100
87600,100,0.540032863617,100
88100,100,0.66404914856,100
88600,100,3.63078284264,100
89100,100,2.6347258091,100
89600,100,0.477416038513,100
90100,100,4.74749898911,100
90600,100,0.480651140213,100
91100,100,5.33847689629,100
91600,100,0.452325105667,100
92100,100,4.9464828968,100
92600,100,4.18423199654,100
93100,100,5.85479187965,100
93600,100,4.14111995697,100
94100,100,0.503784894943,100
94600,100,0.470304012299,100
95100,100,0.471175193787,100
95600,100,0.473520994186,100
96100,100,0.483547925949,100
96600,100,6.71482205391,100
97100,100,0.461055994034,100
97600,100,4.17281484604,100
98100,100,0.466403007507,100
98600,100,0.489511966705,100
99100,100,0.479541063309,100
99600,100,4.3958530426,100
